Depth,TVD,DX,DY,PERM,POR,SW,AC,CAL,CNL,DEN,GR,KTH,PE,RT,RXO,SH
4676,4674.109,63.722,-59.162,0,0.01,14523.563,58.365,8.89,9.883,2.642,99.529,86.393,-9999,92.397,92.298,54.626
4676.125,4674.234,63.726,-59.161,0,0.01,14307.946,58.188,8.894,10.146,2.646,101.185,87.361,-9999,95.488,95.481,55.686
4676.25,4674.359,63.729,-59.161,0,0.01,13977.056,58.019,8.896,10.117,2.65,100.032,86.732,-9999,100.532,100.307,54.996
4676.375,4674.484,63.733,-59.16,0,0.01,13484.742,57.821,8.892,9.752,2.653,97.613,85.234,-9999,108.784,107.75,53.373
4676.5,4674.609,63.736,-59.16,0,0.01,12913.578,57.465,8.881,9.151,2.652,95.879,84.061,-9999,119.651,117.533,52.124
4676.625,4674.734,63.74,-59.159,0,0.01,12370.434,56.948,8.869,8.423,2.65,95.069,83.261,-9999,131.514,128.308,51.282
4676.75,4674.859,63.743,-59.159,0,0.01,11826.406,56.481,8.866,7.652,2.647,94.418,82.386,-9999,145.192,140.88,50.37
4676.875,4674.983,63.747,-59.158,0,0.01,11306.867,56.277,8.871,7.005,2.644,93.816,81.511,-9999,160.275,155.554,49.468
4677,4675.108,63.75,-59.157,0,0.01,11031.196,56.338,8.877,6.707,2.641,94.403,81.565,-9999,169.219,165.606,49.524
4677.125,4675.233,63.754,-59.157,0,0.01,11132.432,56.597,8.881,6.77,2.636,97.116,83.499,-9999,165.852,164.391,51.531
4677.25,4675.358,63.757,-59.156,0,0.01,11660.415,56.826,8.883,7.11,2.635,102.202,87.537,-9999,149.778,149.937,55.881
4677.375,4675.483,63.761,-59.156,0,0.01,12367.783,56.957,8.886,7.568,2.638,106.804,91.218,-9999,131.576,132.025,60.039
4677.5,4675.608,63.765,-59.155,0,0.01,12967.259,57.284,8.891,8.092,2.641,107.871,91.907,-9999,118.564,118.153,60.839
4677.625,4675.733,63.768,-59.155,0,0.01,13196.764,57.468,8.892,8.555,2.641,104.132,88.428,-9999,114.075,112.279,56.87
4677.75,4675.858,63.772,-59.154,0,0.01,13038.574,57.612,8.888,8.754,2.641,98.735,83.018,-9999,117.142,113.989,51.027
4677.875,4675.983,63.775,-59.153,0,0.01,12585.655,57.702,8.875,8.576,2.645,94.77,78.342,-9999,126.617,122.771,46.283
4678,4676.108,63.779,-59.153,0,0.01,12086.454,57.677,8.865,8.177,2.651,92.874,75.598,-9999,138.408,135.115,43.625
4678.125,4676.233,63.782,-59.152,0,0.01,11797.64,57.676,8.86,7.832,2.655,92.67,74.527,-9999,145.972,144.314,42.611
4678.25,4676.358,63.786,-59.152,0,0.01,11934.79,57.802,8.864,7.738,2.655,95.089,75.133,-9999,142.307,142.722,43.183
4678.375,4676.483,63.789,-59.151,0,0.01,12540.329,58.103,8.865,7.994,2.653,98.977,76.974,-9999,127.626,129.491,44.947
4678.5,4676.608,63.793,-59.151,0,0.01,13503.377,58.404,8.856,8.635,2.653,102.177,79.141,-9999,108.454,110.758,47.075
4678.625,4676.733,63.796,-59.15,0,0.01,14495.428,58.404,8.845,9.66,2.655,102.987,80.542,-9999,92.792,94.538,48.481
4678.75,4676.858,63.8,-59.149,0,0.01,15119.087,58.526,8.84,10.503,2.657,102.446,81.21,-9999,84.579,85.047,49.161
4678.875,4676.983,63.803,-59.149,0,0.01,15155.466,58.428,8.84,10.494,2.658,101.106,81.423,-9999,84.133,82.974,49.378
4679,4677.108,63.807,-59.148,0,0.01,14595.07,58.291,8.836,9.564,2.655,98.217,80.977,-9999,91.404,88.887,48.923
4679.125,4677.233,63.811,-59.148,0,0.01,13812.182,58.154,8.83,8.675,2.65,94.554,80.003,-9999,103.191,99.984,47.937
4679.25,4677.357,63.814,-59.147,0,0.01,13182.694,58.008,8.829,8.411,2.647,92.316,79.337,-9999,114.343,111.408,47.27
4679.375,4677.482,63.818,-59.147,0,0.01,12974.374,57.96,8.832,8.728,2.648,93.242,80.042,-9999,118.421,116.56,47.977
4679.5,4677.607,63.821,-59.146,0,0.01,13145.239,58.125,8.834,9.205,2.649,95.736,81.68,-9999,115.061,114.555,49.642
4679.625,4677.732,63.825,-59.146,0,0.01,13577.598,58.344,8.834,9.594,2.65,97.413,82.802,-9999,107.154,107.868,50.802
4679.75,4677.857,63.828,-59.145,0,0.01,14073.924,58.662,8.836,9.966,2.65,98.536,83.564,-9999,99.016,100.625,51.6
4679.875,4677.982,63.832,-59.144,0,0.01,14534.65,58.959,8.839,10.48,2.653,101.207,85.759,-9999,92.242,94.475,53.939
4680,4678.107,63.835,-59.144,0,0.01,14888.009,58.959,8.839,11.007,2.656,106.037,89.824,-9999,87.494,89.829,58.442
4680.125,4678.232,63.839,-59.143,0,0.01,15122.745,59.189,8.836,11.264,2.661,110.169,93.116,-9999,84.534,86.522,62.259
4680.25,4678.357,63.842,-59.143,0,0.01,15288.82,59.346,8.831,11.289,2.665,111.437,93.594,-9999,82.527,84.236,62.826
4680.375,4678.482,63.846,-59.142,0,0.01,15437.891,59.407,8.828,11.265,2.665,109.39,90.717,-9999,80.784,82.635,59.462
4680.5,4678.607,63.85,-59.142,0,0.01,15555.889,59.45,8.829,11.225,2.666,105.766,86.289,-9999,79.442,81.494,54.513
4680.625,4678.732,63.853,-59.141,0,0.01,15585.261,59.477,8.834,11.118,2.667,101.841,82.002,-9999,79.113,81.129,49.973
4680.75,4678.857,63.857,-59.14,0,0.01,15531.119,59.5,8.841,10.964,2.673,99.715,80.279,-9999,79.721,81.702,48.215
4680.875,4678.982,63.86,-59.14,0,0.01,15575.688,59.528,8.855,10.977,2.681,99.959,81.246,-9999,79.22,81.411,49.197
4681,4679.107,63.864,-59.139,0,0.01,15941.757,59.593,8.881,11.343,2.687,101.507,83.23,-9999,75.273,77.635,51.249
4681.125,4679.232,63.867,-59.139,0,0.01,16681.414,59.698,8.903,11.916,2.687,102.433,84.227,-9999,68.125,70.261,52.299
4681.25,4679.357,63.871,-59.138,0,0.01,17549.727,59.742,8.898,12.403,2.681,102.514,84.293,-9999,60.929,62.711,52.369
4681.375,4679.482,63.874,-59.138,0,0.01,18115.486,59.742,8.862,12.632,2.673,102.531,84.262,-9999,56.821,58.57,52.336
4681.5,4679.607,63.878,-59.137,0,0.01,18076.35,59.662,8.821,12.727,2.667,102.952,84.488,-9999,57.092,58.937,52.576
4681.625,4679.731,63.881,-59.136,0,0.01,17320.26,59.464,8.796,12.804,2.667,103.489,84.826,-9999,62.719,64.26,52.937
4681.75,4679.856,63.885,-59.136,0,0.01,15897.86,59.294,8.784,12.689,2.667,104.256,86.084,-9999,75.731,76.759,54.29
4681.875,4679.981,63.888,-59.135,0,0.01,14490.248,59.15,8.777,12.232,2.662,105.639,88.679,-9999,92.865,93.83,57.151
4682,4680.106,63.892,-59.135,0,0.01,13495.065,59.014,8.773,11.643,2.649,107.204,91.798,-9999,108.601,110.26,60.712
4682.125,4680.231,63.896,-59.134,0,0.01,13006.824,58.959,8.77,11.207,2.631,107.363,92.878,-9999,117.772,120.006,61.978
4682.25,4680.356,63.899,-59.134,0,0.01,12833.146,59.008,8.768,10.934,2.615,106.086,92.057,-9999,121.307,123.478,61.014
4682.375,4680.481,63.903,-59.133,0,0.01,12837.188,59.101,8.77,10.755,2.606,104.989,91.113,-9999,121.223,121.475,59.918
4682.5,4680.606,63.906,-59.133,0,0.01,12825.748,59.227,8.773,10.691,2.605,104.6,90.843,-9999,121.461,119.155,59.607
4682.625,4680.731,63.91,-59.132,0,0.01,12694.68,59.245,8.772,10.854,2.605,103.514,89.685,-9999,124.237,118.817,58.284
4682.75,4680.856,63.913,-59.131,0,0.01,12358.523,59.333,8.772,11.148,2.602,100.631,86.928,-9999,131.793,122.787,55.211
4682.875,4680.981,63.917,-59.131,0,0.01,11799.146,59.479,8.776,11.396,2.593,96.454,83.377,-9999,145.931,132.592,51.403
4683,4681.106,63.92,-59.13,0,0.01,11094.411,59.741,8.785,11.532,2.582,92.067,79.669,-9999,167.105,148.404,47.602
4683.125,4681.231,63.924,-59.13,0,0.01,10292.661,60.002,8.796,11.442,2.57,88.234,76.078,-9999,197.087,172.185,44.083
4683.25,4681.356,63.927,-59.129,0,0.01,9474.833,60.22,8.804,10.941,2.553,85.145,72.878,-9999,236.462,206.418,41.077
4683.375,4681.481,63.931,-59.129,0,0.01,8756.859,60.428,8.807,10.087,2.53,82.678,69.863,-9999,281.224,250.112,38.351
4683.5,4681.606,63.934,-59.128,0,0.01,8319.517,60.47,8.803,9.168,2.505,80.678,66.967,-9999,314.777,290.786,35.827
4683.625,4681.731,63.938,-59.127,0,0.01,8286.249,60.317,8.797,8.624,2.486,79.609,64.863,-9999,317.564,307.675,34.049
4683.75,4681.856,63.942,-59.127,0,0.01,8809.88,60.061,8.787,8.8,2.476,80.138,64.19,-9999,277.514,283.672,33.49
4683.875,4681.981,63.945,-59.126,0,0.01,10116.931,59.621,8.778,9.724,2.483,82.093,64.631,-9999,204.697,219.907,33.856
4684,4682.105,63.949,-59.126,0,0.01,12403.712,59.546,8.772,10.86,2.503,84.775,65.701,-9999,130.739,145.942,34.752
4684.125,4682.23,63.952,-59.125,0,0.01,15487.219,59.265,8.774,11.567,2.535,88.089,67.705,-9999,80.219,89.77,36.462
4684.25,4682.355,63.956,-59.125,0,0.01,17908.199,59.091,8.783,11.649,2.57,92.145,71.031,-9999,58.278,63.172,39.395
4684.375,4682.48,63.959,-59.124,0,0.01,18706.059,59.098,8.791,11.552,2.601,96.294,74.915,-9999,52.949,55.864,42.977
4684.5,4682.605,63.963,-59.123,0,0.01,18095.234,59.173,8.792,11.24,2.627,98.746,77.34,-9999,56.961,59.29,45.302
4684.625,4682.73,63.966,-59.123,0,0.01,16674.852,59.237,8.791,10.75,2.639,98.7,77.488,-9999,68.184,65.612,45.446
4684.75,4682.855,63.97,-59.122,0,0.01,15751.939,59.374,8.79,10.311,2.65,98.276,77.091,-9999,77.283,73.352,45.06
4684.875,4682.98,63.973,-59.122,0,0.01,15509.208,59.422,8.789,10.321,2.659,100.176,77.874,-9999,79.969,74.321,45.824
4685,4683.105,63.977,-59.121,0,0.01,15847.166,59.458,8.789,10.828,2.663,102.538,78.757,-9999,76.265,69.912,46.693
4685.125,4683.23,63.98,-59.121,0,0.01,16386.766,59.489,8.791,11.666,2.665,102.387,78.163,-9999,70.849,64.84,46.107
4685.25,4683.355,63.984,-59.12,0,0.01,16613.301,59.472,8.796,12.482,2.664,98.961,75.498,-9999,68.741,63.28,43.53
4685.375,4683.48,63.988,-59.119,0,0.01,16382.771,59.449,8.801,12.943,2.665,94.707,72.476,-9999,70.887,65.916,40.708
4685.5,4683.605,63.991,-59.119,0,0.01,15668.984,59.385,8.808,12.876,2.668,91.161,70.555,-9999,78.186,73.723,38.968
4685.625,4683.73,63.995,-59.118,0,0.01,14717.542,59.283,8.821,12.232,2.67,88.661,69.778,-9999,89.739,85.329,38.276
4685.75,4683.855,63.998,-59.118,0,0.01,13988.699,59.234,8.836,11.708,2.67,87.48,69.759,-9999,100.348,95.388,38.259
4685.875,4683.98,64.002,-59.117,0,0.01,13702.139,59.263,8.854,11.418,2.668,87.864,70.745,-9999,105.023,99.281,39.138
4686,4684.105,64.005,-59.117,0,0.01,13874.937,59.326,8.875,11.084,2.665,89.578,72.813,-9999,102.167,95.896,41.017
4686.125,4684.23,64.009,-59.116,0,0.01,14434.28,59.574,8.887,10.851,2.662,92.408,75.381,-9999,93.659,87.275,43.418
4686.25,4684.355,64.012,-59.116,0,0.01,15377.552,59.707,8.873,11.052,2.662,95.665,77.566,-9999,81.483,75.705,45.522
4686.375,4684.479,64.016,-59.115,0,0.01,16478.092,59.795,8.842,11.665,2.665,97.88,78.909,-9999,69.988,65.546,46.844
4686.5,4684.604,64.019,-59.114,0,0.01,17304.217,59.861,8.812,12.242,2.666,98.293,79.058,-9999,62.847,60.015,46.992
4686.625,4684.729,64.023,-59.114,0,0.01,17349.84,59.868,8.802,12.088,2.661,96.129,77.581,-9999,62.484,60.861,45.537
4686.75,4684.854,64.026,-59.113,0,0.01,16815.914,59.868,8.81,11.458,2.651,92.101,75.325,-9999,66.932,66.083,43.365
4686.875,4684.979,64.03,-59.113,0,0.01,16038.276,59.858,8.825,11.549,2.629,88.553,73.771,-9999,74.28,73.782,41.904
4687,4685.104,64.034,-59.112,0,0.01,15383.388,59.932,8.837,12.993,2.617,89.658,75.746,-9999,81.415,80.355,43.766
4687.125,4685.229,64.037,-59.112,0,0.01,15089.119,60.163,8.844,14.787,2.615,95.426,81.928,-9999,84.949,82.595,49.897
4687.25,4685.354,64.041,-59.111,0,0.01,15277.55,60.497,8.847,15.944,2.626,102.649,89.474,-9999,82.661,79.083,58.045
4687.375,4685.479,64.044,-59.11,0,0.01,15859.934,60.788,8.853,16.115,2.642,107.424,94.395,-9999,76.13,72.16,63.784
4687.5,4685.604,64.048,-59.11,0,0.01,16586.893,61.454,8.867,15.942,2.652,110.077,97.185,-9999,68.982,65.089,67.197
4687.625,4685.729,64.051,-59.109,0,0.01,17238.041,61.62,8.885,15.905,2.651,111.358,98.964,-9999,63.379,59.411,69.435
4687.75,4685.854,64.055,-59.109,0,0.01,17729.918,61.608,8.894,16.018,2.646,111.148,99.224,-9999,59.575,55.447,69.766
4687.875,4685.979,64.058,-59.108,0,0.01,17965.055,61.527,8.887,15.948,2.643,109.568,97.624,-9999,57.873,53.79,67.744
4688,4686.104,64.062,-59.108,0,0.01,17722.076,61.188,8.864,15.242,2.639,106.896,94.748,-9999,59.633,55.79,64.21
4688.125,4686.229,64.065,-59.107,0,0.01,17093.383,60.829,8.841,13.037,2.622,103.184,90.404,-9999,64.565,60.701,59.103
4688.25,4686.354,64.069,-59.106,0,0.01,16443.215,60.404,8.828,11.562,2.607,97.444,83.27,-9999,70.315,65.968,51.291
4688.375,4686.479,64.072,-59.106,0,0.01,16240.129,59.793,8.836,10.45,2.596,90.025,74.514,-9999,72.264,67.442,42.599
4688.5,4686.604,64.076,-59.105,0,0.01,16559.531,59.359,8.854,9.768,2.593,83.977,68.076,-9999,69.233,64.507,36.783
4688.625,4686.729,64.08,-59.105,0,0.01,17258.479,59.187,8.867,9.594,2.599,81.348,65.99,-9999,63.214,59.151,34.996
4688.75,4686.854,64.083,-59.104,0,0.01,17938.73,59.222,8.874,9.991,2.605,82.8,68.196,-9999,58.06,54.698,36.887
4688.875,4686.979,64.087,-59.104,0,0.01,18250.697,59.418,8.882,10.753,2.607,86.384,72.558,-9999,55.899,53.089,40.783
4689,4687.104,64.09,-59.103,0,0.01,17872.416,59.555,8.894,11.464,2.605,90.438,76.603,-9999,58.535,56.395,44.588
4689.125,4687.229,64.094,-59.103,0,0.01,16791.531,59.579,8.908,11.684,2.596,93.89,77.693,-9999,67.146,65.605,45.646
4689.25,4687.354,64.097,-59.102,0,0.01,15587.052,59.574,8.921,11.55,2.578,96.501,76.536,-9999,79.093,77.597,44.523
4689.375,4687.479,64.101,-59.101,0,0.01,14763.091,59.443,8.936,11.399,2.555,98.388,74.016,-9999,89.131,87.223,42.132
4689.5,4687.604,64.104,-59.101,0,0.01,14393.763,59.314,8.951,11.368,2.537,99.689,71.297,-9999,94.24,92.194,39.635
4689.625,4687.729,64.108,-59.1,0,0.01,14260.387,59.181,8.957,11.385,2.53,100.086,67.951,-9999,96.19,94.384,36.675
4689.75,4687.854,64.111,-59.1,0,0.407,412.165,59.044,8.95,11.411,2.53,99.247,64.472,-9999,97.678,96.263,33.724
4689.875,4687.979,64.115,-59.099,0,0.777,219.934,58.996,8.929,11.348,2.534,97.986,62.542,-9999,99.959,99.158,32.141
4690,4688.103,64.118,-59.099,0,0.493,333.546,59.004,8.902,11.09,2.537,97.318,63.254,-9999,103.617,103.771,32.721
4690.125,4688.228,64.122,-59.098,0,0.01,13462.152,59.04,8.886,10.633,2.54,97.092,65.759,-9999,109.186,110.174,34.801
4690.25,4688.353,64.126,-59.097,0,0.01,13105.704,59.102,8.887,10.092,2.543,96.876,68.872,-9999,115.826,117.08,37.477
4690.375,4688.478,64.129,-59.097,0,0.01,12765.014,59.173,8.894,9.687,2.551,97.559,73.613,-9999,122.736,123.665,41.757
4690.5,4688.603,64.133,-59.096,0,0.01,12469.163,59.184,8.896,9.687,2.561,100.066,80.849,-9999,129.234,129.353,48.793
4690.625,4688.728,64.136,-59.096,0,0.01,12289.833,59.273,8.897,10.223,2.565,102.884,87.324,-9999,133.419,132.351,55.646
4690.75,4688.853,64.14,-59.095,0,0.01,12314.068,59.345,8.913,11.247,2.566,103.829,89.634,-9999,132.842,130.621,58.227
4690.875,4688.978,64.143,-59.095,0,0.01,12503.965,59.406,8.935,11.661,2.566,103.22,89.162,-9999,128.444,125.504,57.693
4691,4689.103,64.147,-59.094,0,0.01,12694.401,59.47,8.936,12.481,2.569,102.801,88.591,-9999,124.243,120.978,57.052
4691.125,4689.228,64.15,-59.093,0,0.01,12670.509,59.573,8.905,12.799,2.579,102.739,88.292,-9999,124.759,121.485,56.718
4691.25,4689.353,64.154,-59.093,0,0.01,12380.666,59.703,8.868,13.009,2.583,101.524,86.804,-9999,131.275,128.357,55.075
4691.375,4689.478,64.157,-59.092,0,0.01,11932.58,59.874,8.854,13.328,2.573,98.273,83.204,-9999,142.365,139.739,51.222
4691.5,4689.603,64.161,-59.092,0,0.01,11572.73,60.105,8.867,13.429,2.547,93.979,78.582,-9999,152.286,149.003,46.52
4691.625,4689.728,64.164,-59.091,0,0.01,11457.293,60.376,8.884,12.989,2.523,91.083,75.734,-9999,155.682,151.249,43.754
4691.75,4689.853,64.168,-59.091,0,0.01,11582.034,60.6,8.895,12.241,2.519,90.69,75.758,-9999,152.017,146.979,43.777
4691.875,4689.978,64.172,-59.09,0,0.01,11824.519,60.619,8.899,11.742,2.539,90.867,76.469,-9999,145.243,140.834,44.459
4692,4690.103,64.175,-59.089,0,0.01,12088.757,60.755,8.905,11.609,2.565,88.297,75.079,-9999,138.35,135.782,43.132
4692.125,4690.228,64.179,-59.089,0,0.01,12297.293,60.762,8.909,11.475,2.578,82.912,71.637,-9999,133.241,133.932,39.943
4692.25,4690.353,64.182,-59.088,0,0.01,12228.319,60.723,8.897,10.977,2.573,79.173,69.28,-9999,134.9,139.636,37.836
4692.375,4690.477,64.186,-59.088,0,0.01,11797.934,60.661,8.87,10.307,2.569,79.672,70.108,-9999,145.964,153.938,38.569
4692.5,4690.602,64.189,-59.087,0,0.01,11197.068,60.528,8.849,9.879,2.583,82.969,73.447,-9999,163.753,172.466,41.603
4692.625,4690.727,64.193,-59.087,0,0.01,-9999,60.152,8.855,9.812,2.619,84.842,75.766,-9999,178.692,185.72,43.785
4692.75,4690.852,64.196,-59.086,0,0.01,-9999,59.933,8.89,9.907,2.668,84.573,76.2,-9999,184.809,189.213,44.2
4692.875,4690.977,64.2,-59.086,0,0.01,-9999,59.566,8.936,10.123,2.708,84.468,76.798,-9999,178.409,180.126,44.776
4693,4691.102,64.203,-59.085,0,0.01,-9999,59.273,8.973,10.699,2.73,86.548,79.656,-9999,161.227,160.108,47.589
4693.125,4691.227,64.207,-59.084,0,0.01,-9999,59.168,8.993,11.818,2.738,90.385,84.321,-9999,135.43,131.447,52.399
4693.25,4691.352,64.21,-59.084,0,0.01,-9999,59.164,8.993,13.443,2.736,93.869,88.298,-9999,107.702,101.685,56.725
4693.375,4691.477,64.214,-59.083,0,0.01,-9999,59.218,9,15.103,2.728,95.907,90.219,-9999,85.415,78.648,58.892
4693.5,4691.602,64.218,-59.083,0,0.01,-9999,59.307,9.033,16.479,2.713,96.745,90.572,-9999,72.14,65.438,59.296
4693.625,4691.727,64.221,-59.082,0,0.01,-9999,59.336,9.079,17.21,2.692,97.384,90.469,-9999,67.217,60.427,59.178
4693.75,4691.852,64.225,-59.082,0,0.01,-9999,59.338,9.09,17.045,2.673,98.326,90.272,-9999,67.782,60.489,58.952
4693.875,4691.977,64.228,-59.081,0,0.01,-9999,59.277,9.042,16.181,2.659,99.507,89.909,-9999,71.296,62.856,58.539
4694,4692.102,64.232,-59.08,0,0.01,-9999,59.116,8.975,15.334,2.649,100.679,89.4,-9999,72.065,62.474,57.962
4694.125,4692.227,64.235,-59.08,0,0.01,-9999,59.07,8.935,14.766,2.641,101.59,88.806,-9999,66.775,57.235,57.293
4694.25,4692.352,64.239,-59.079,0,0.01,-9999,59.088,8.942,14.293,2.634,101.914,87.914,-9999,57.031,49.322,56.298
4694.375,4692.477,64.242,-59.079,0,0.01,-9999,59.255,8.963,13.641,2.631,101.624,86.84,-9999,49.29,43.923,55.114
4694.5,4692.602,64.246,-59.078,0,0.01,-9999,59.255,8.964,12.864,2.63,100.759,85.592,-9999,46.657,43.316,53.758
4694.625,4692.727,64.249,-59.078,0,0.01,-9999,59.578,8.925,12.024,2.629,99.132,84.091,-9999,53.278,52.299,52.155
4694.75,4692.851,64.253,-59.077,0,0.01,-9999,60.01,8.878,11.078,2.62,96.089,81.714,-9999,77.069,74.876,49.677
4694.875,4692.976,64.256,-59.076,0,0.01,-9999,60.394,8.847,9.931,2.597,90.953,77.869,-9999,123.071,117.144,45.819
4695,4693.101,64.26,-59.076,0,0.01,-9999,60.559,8.838,8.823,2.559,84.739,73.274,-9999,189.362,180.295,41.443
4695.125,4693.226,64.264,-59.075,0,0.01,-9999,60.668,8.837,8.111,2.516,80.029,69.811,-9999,259.533,250.129,38.305
4695.25,4693.351,64.267,-59.075,0,0.01,-9999,60.678,8.838,7.917,2.486,78.908,69.328,-9999,306.99,302.303,37.878
4695.375,4693.476,64.271,-59.074,0,0.01,-9999,60.405,8.839,7.974,2.478,80.783,71.648,-9999,308.392,311.556,39.953
4695.5,4693.601,64.274,-59.074,0,0.01,-9999,60.261,8.839,8.029,2.49,84.123,75.283,-9999,271.542,280.658,43.325
4695.625,4693.726,64.278,-59.073,0,0.01,-9999,60.078,8.84,8.132,2.509,88.585,79.784,-9999,219.714,229.072,47.717
4695.75,4693.851,64.281,-59.072,0,0.01,-9999,59.915,8.841,8.508,2.523,93.563,84.555,-9999,178.256,184.212,52.648
4695.875,4693.976,64.285,-59.072,0,0.01,-9999,59.911,8.845,9.086,2.528,97.21,87.961,-9999,152.604,154.788,56.35
4696,4694.101,64.288,-59.071,0,0.01,-9999,59.845,8.857,9.413,2.527,97.42,88.309,-9999,140.019,139.534,56.737
4696.125,4694.226,64.292,-59.071,0,0.01,-9999,59.929,8.87,9.771,2.528,96.055,87.236,-9999,134.411,131.631,55.549
4696.25,4694.351,64.295,-59.07,0,0.01,-9999,60.186,8.877,10.104,2.533,95.419,86.67,-9999,134.776,129.373,54.928
4696.375,4694.476,64.299,-59.07,0,0.01,-9999,60.437,8.873,10.322,2.544,95.4,86.487,-9999,144.069,135.434,54.729
4696.5,4694.601,64.302,-59.069,0,0.01,-9999,60.703,8.866,10.459,2.552,93.557,84.152,-9999,162.172,149.927,52.22
4696.625,4694.726,64.306,-59.069,0,0.01,-9999,61.42,8.862,10.688,2.547,89.092,78.75,-9999,188.693,171.863,46.687
4696.75,4694.851,64.31,-59.068,0,0.01,-9999,61.656,8.861,11.185,2.531,84.489,73.256,-9999,224.018,200.298,41.426
4696.875,4694.976,64.313,-59.067,0,0.01,-9999,61.854,8.856,11.825,2.513,82.583,70.759,-9999,264.839,232.525,39.151
4697,4695.101,64.317,-59.067,0,0.25,-9999,62.008,8.852,12.422,2.502,83.581,71.134,-9999,303.077,262.716,39.488
4697.125,4695.225,64.32,-59.066,0,0.302,-9999,61.916,8.851,12.781,2.499,84.696,71.576,-9999,327.774,282.013,39.887
4697.25,4695.35,64.324,-59.066,0,0.602,-9999,61.881,8.855,12.987,2.497,84.186,70.677,-9999,339.936,290.143,39.077
4697.375,4695.475,64.327,-59.065,0.001,0.928,-9999,61.537,8.863,13.063,2.494,82.7,69.005,-9999,346.824,292.659,37.594
4697.5,4695.6,64.331,-59.065,0.001,0.827,-9999,60.994,8.872,12.981,2.497,82.546,68.613,-9999,349.245,292.206,37.251
4697.625,4695.725,64.334,-59.064,0,0.191,-9999,60.474,8.878,12.84,2.508,84.74,70.475,-9999,339.273,283.605,38.896
4697.75,4695.85,64.338,-59.063,0,0.01,-9999,60.238,8.879,12.731,2.528,88.871,74.214,-9999,312.073,262.903,42.318
4697.875,4695.975,64.341,-59.063,0,0.01,-9999,60.066,8.875,12.806,2.546,92.543,77.559,-9999,282.751,240.848,45.516
4698,4696.1,64.345,-59.062,0,0.01,-9999,59.928,8.871,13.069,2.556,93.98,79.042,-9999,267.419,229.376,46.976
4698.125,4696.225,64.348,-59.062,0,0.01,-9999,59.93,8.872,13.142,2.551,92.286,77.863,-9999,277.707,237.752,45.813
4698.25,4696.35,64.352,-59.061,0,0.01,-9999,59.922,8.877,12.731,2.537,88.668,75.155,-9999,305.996,262.427,43.204
4698.375,4696.475,64.356,-59.061,0,0.01,-9999,59.884,8.895,11.819,2.52,85.234,72.608,-9999,324.753,284.291,40.829
4698.5,4696.6,64.359,-59.06,0,0.01,-9999,59.813,8.927,10.922,2.513,84.819,72.405,-9999,292.289,265.63,40.643
4698.625,4696.725,64.363,-59.059,0,0.01,-9999,59.709,8.952,10.503,2.521,88.258,74.576,-9999,211.445,200.988,42.657
4698.75,4696.85,64.366,-59.059,0,0.01,-9999,59.518,8.946,10.74,2.553,94.323,78.041,-9999,122.121,120.439,45.987
4698.875,4696.975,64.37,-59.058,0,0.01,-9999,59.237,8.913,11.597,2.601,99.705,81.077,-9999,68.087,67.301,49.025
4699,4697.1,64.373,-59.058,0,0.01,-9999,58.916,8.877,12.897,2.649,102.878,83.147,-9999,50.57,48.632,51.162
4699.125,4697.225,64.377,-59.057,0,0.01,-9999,58.676,8.857,14.171,2.677,103.979,83.85,-9999,56.408,53.862,51.901
4699.25,4697.35,64.38,-59.057,0,0.01,-9999,58.472,8.845,14.575,2.678,104.774,84.222,-9999,81.705,79.292,52.294
4699.375,4697.475,64.384,-59.056,0,0.01,-9999,58.029,8.837,13.778,2.661,106,84.997,-9999,123.424,125.177,53.119
4699.5,4697.599,64.387,-59.056,0,0.01,-9999,57.938,8.832,12.569,2.638,106.642,85.419,-9999,158.079,169.277,53.572
4699.625,4697.724,64.391,-59.055,0,0.01,-9999,57.877,8.826,11.72,2.618,105.733,84.205,-9999,166.303,185.969,52.276
4699.75,4697.849,64.394,-59.054,0,0.01,-9999,57.86,8.817,11.162,2.606,103.684,81.821,-9999,147.802,170.169,49.787
4699.875,4697.974,64.398,-59.054,0,0.01,-9999,57.936,8.806,10.606,2.605,100.775,79.481,-9999,117.772,137.715,47.414
4700,4698.099,64.402,-59.053,0,0.01,-9999,58.065,8.801,10.082,2.614,98.519,77.629,-9999,86.622,102.764,45.584
