Depth,GR,KTH,CAL,AC,CNL,DEN,RT,RXO,SH,POR,SW,PERM
4782.625,83.456,64.658,8.568,57.829,12.108,2.685,73.103,77.811,-9999,-9999,-9999,-9999
4782.75,80.587,67.638,8.569,57.829,11.751,2.673,97.935,103.338,-9999,-9999,-9999,-9999
4782.875,78.43,68.669,8.569,57.607,11.415,2.664,114.15,120.11,-9999,-9999,-9999,-9999
4783,73.772,67.887,8.569,57.313,10.461,2.649,152.64,158.779,-9999,-9999,-9999,-9999
4783.125,70.346,64.474,8.572,56.969,9.439,2.64,187.354,190.196,-9999,-9999,-9999,-9999
4783.25,68.983,62.324,8.576,56.643,9.026,2.639,195.109,195.84,-9999,-9999,-9999,-9999
4783.375,66.022,57.343,8.586,56.397,8.608,2.641,181.498,180.701,-9999,-9999,-9999,-9999
4783.5,64.244,53.867,8.599,56.397,8.681,2.643,144.352,145.411,-9999,-9999,-9999,-9999
4783.625,64.519,53.498,8.605,56.276,8.778,2.644,127.902,129.599,-9999,-9999,-9999,-9999
4783.75,65.883,53.891,8.614,56.319,8.904,2.643,113.933,115.36,-9999,-9999,-9999,-9999
4783.875,63.677,51.455,8.615,56.547,8.968,2.637,134.326,135.009,-9999,-9999,-9999,-9999
4784,60.666,48.439,8.613,56.929,8.973,2.631,161.315,159.195,-9999,-9999,-9999,-9999
4784.125,54.025,41.772,8.609,56.929,8.812,2.612,232.959,220.273,-9999,-9999,-9999,-9999
4784.25,52.104,39.691,8.608,57.404,8.655,2.599,260.155,243.501,-9999,-9999,-9999,-9999
4784.375,52.835,38.85,8.612,57.929,8.38,2.57,263.267,249.636,-9999,-9999,-9999,-9999
4784.5,57.995,39.609,8.619,58.493,8.285,2.547,216.035,214.044,-9999,-9999,-9999,-9999
4784.625,61.227,40.522,8.622,59.06,8.286,2.539,192.804,194.776,-9999,-9999,-9999,-9999
4784.75,66.476,43.198,8.624,59.54,8.317,2.532,169.148,173.696,-9999,-9999,-9999,-9999
4784.875,67.62,44.736,8.627,59.54,8.419,2.533,174.126,180.492,-9999,-9999,-9999,-9999
4785,66.995,45.09,8.631,59.851,8.481,2.535,185.634,191.517,-9999,-9999,-9999,-9999
4785.125,66.114,46.648,8.641,59.981,8.505,2.537,210.372,212.427,-9999,-9999,-9999,-9999
4785.25,66.868,49.52,8.65,59.957,8.31,2.538,208.805,208.91,-9999,-9999,-9999,-9999
4785.375,67.027,50.729,8.653,59.793,8.165,2.538,195.934,196.749,-9999,-9999,-9999,-9999
4785.5,66.893,52.917,8.652,59.793,7.953,2.537,163.425,166.642,-9999,-9999,-9999,-9999
4785.625,68.472,56.573,8.645,59.478,8.023,2.539,143.794,148.622,-9999,-9999,-9999,-9999
4785.75,69.537,58.431,8.642,59.036,8.168,2.541,142.581,148.164,-9999,-9999,-9999,-9999
4785.875,68.664,58.424,8.641,58.544,8.531,2.546,163.856,169.262,-9999,-9999,-9999,-9999
4786,66.124,55.941,8.642,58.088,8.65,2.549,188.402,191.827,-9999,-9999,-9999,-9999
4786.125,59.578,49.211,8.639,57.729,8.603,2.554,259.033,255.294,-9999,-9999,-9999,-9999
4786.25,55.054,44.652,8.632,57.729,8.384,2.56,335.142,321.827,-9999,-9999,-9999,-9999
4786.375,53.635,43.273,8.631,57.491,8.365,2.563,364.66,346.572,-9999,-9999,-9999,-9999
4786.5,51.033,40.69,8.634,57.376,8.605,2.57,389.713,365.765,-9999,-9999,-9999,-9999
4786.625,49.654,39.055,8.641,57.363,8.878,2.577,368.24,346.584,-9999,-9999,-9999,-9999
4786.75,50.337,39.123,8.643,57.415,8.856,2.579,347.369,329.052,-9999,-9999,-9999,-9999
4786.875,54.513,40.335,8.645,57.415,8.439,2.579,304.748,292.896,-9999,-9999,-9999,-9999
4787,59.285,41.433,8.646,57.476,7.928,2.575,271.798,264.245,-9999,-9999,-9999,-9999
4787.125,60.842,41.789,8.645,57.486,7.795,2.573,259.55,253.188,-9999,-9999,-9999,-9999
4787.25,62.303,42.577,8.643,57.419,7.804,2.569,241.585,235.345,-9999,-9999,-9999,-9999
4787.375,62.701,43.195,8.643,57.293,7.857,2.569,233.772,227.031,-9999,-9999,-9999,-9999
4787.5,63.4,45.19,8.642,57.154,7.834,2.573,215.776,208.958,-9999,-9999,-9999,-9999
4787.625,64.613,48.432,8.643,57.154,7.649,2.586,196.666,191.367,-9999,-9999,-9999,-9999
4787.75,65.495,50.427,8.644,57.066,7.582,2.595,189.479,185.173,-9999,-9999,-9999,-9999
4787.875,66.802,53.551,8.644,57.1,7.644,2.611,185.847,183.565,-9999,-9999,-9999,-9999
4788,66.184,54.348,8.638,57.312,7.889,2.614,205.604,203.495,-9999,-9999,-9999,-9999
4788.125,65.135,53.865,8.632,57.683,8.017,2.609,227.858,224.065,-9999,-9999,-9999,-9999
4788.25,62.045,51.213,8.62,58.109,8.219,2.584,300.642,288.56,-9999,-9999,-9999,-9999
4788.375,58.225,46.354,8.614,58.109,8.393,2.553,399.331,371.392,-9999,-9999,-9999,-9999
4788.5,56.455,43.601,8.613,58.473,8.494,2.541,443.189,407.698,-9999,-9999,-9999,-9999
4788.625,54.415,39.242,8.609,58.714,8.712,2.525,484.823,444.263,-9999,-9999,-9999,-9999
4788.75,54.531,36.911,8.605,58.852,8.886,2.522,462.247,430.525,-9999,-9999,-9999,-9999
4788.875,55.006,36.022,8.604,58.947,8.941,2.524,441.264,415.341,-9999,-9999,-9999,-9999
4789,55.909,34.442,8.604,58.947,9.011,2.531,413.035,394.466,-9999,-9999,-9999,-9999
4789.125,56.131,33.802,8.603,59.046,9.039,2.529,411.185,393.379,-9999,-9999,-9999,-9999
4789.25,55.585,33.01,8.596,59.166,9.035,2.53,421.074,401.868,-9999,-9999,-9999,-9999
4789.375,53.293,33.032,8.591,59.277,8.869,2.529,416.485,397.704,-9999,-9999,-9999,-9999
4789.5,51.719,33.353,8.591,59.305,8.739,2.527,399.509,383.563,-9999,-9999,-9999,-9999
4789.625,48.958,34.121,8.595,59.172,8.553,2.523,342.424,334.728,-9999,-9999,-9999,-9999
4789.75,47.966,34.707,8.601,59.172,8.632,2.519,279.182,277.401,-9999,-9999,-9999,-9999
4789.875,47.932,34.808,8.603,58.826,8.727,2.519,251.297,251.467,-9999,-9999,-9999,-9999
4790,48.418,34.912,8.607,58.247,8.843,2.526,207.692,210.767,-9999,-9999,-9999,-9999
4790.125,50.672,35.983,8.603,57.472,8.769,2.544,191.714,189.434,-9999,-9999,-9999,-9999
4790.25,52.433,37.088,8.599,56.636,8.696,2.556,190.279,185.368,-9999,-9999,-9999,-9999
4790.375,55.287,39.474,8.592,56.636,8.556,2.585,189.282,180.93,-9999,-9999,-9999,-9999
4790.5,55.465,40.523,8.592,55.908,8.357,2.615,179.738,170.745,-9999,-9999,-9999,-9999
4790.625,55.058,40.776,8.593,55.387,8.265,2.629,172.1,163.272,-9999,-9999,-9999,-9999
4790.75,55.311,42.053,8.593,55.01,8.283,2.651,158.084,149.277,-9999,-9999,-9999,-9999
4790.875,56.18,43.002,8.592,54.611,8.357,2.66,154.66,145.823,-9999,-9999,-9999,-9999
4791,58.262,44.39,8.593,54.073,8.293,2.675,163.373,154.622,-9999,-9999,-9999,-9999
4791.125,58.405,43.552,8.594,54.073,7.885,2.687,205.095,193.2,-9999,-9999,-9999,-9999
4791.25,57.061,41.655,8.593,53.383,7.711,2.693,237.709,222.197,-9999,-9999,-9999,-9999
4791.375,51.896,36.124,8.593,52.615,7.668,2.702,303.159,281.158,-9999,-9999,-9999,-9999
4791.5,46.39,32.193,8.61,51.882,7.837,2.708,336.226,315.819,-9999,-9999,-9999,-9999
4791.625,44.901,31.578,8.594,51.335,7.896,2.711,338.565,321.74,-9999,-9999,-9999,-9999
4791.75,45.131,32.223,8.592,51.335,8.053,2.716,331.67,322.193,-9999,-9999,-9999,-9999
4791.875,46.135,33.302,8.59,51.098,8.38,2.72,324.92,319.766,-9999,-9999,-9999,-9999
4792,45.738,33.21,8.591,51.179,8.555,2.722,320.787,317.314,-9999,-9999,-9999,-9999
4792.125,44.137,32.18,8.592,51.42,8.657,2.725,306.77,305.918,-9999,-9999,-9999,-9999
4792.25,43.757,31.849,8.593,51.605,8.546,2.727,297.629,297.626,-9999,-9999,-9999,-9999
4792.375,44.217,32.031,8.591,51.627,8.244,2.73,281.442,283.944,-9999,-9999,-9999,-9999
4792.5,43.511,30.855,8.589,51.627,8.269,2.734,287.409,292.478,-9999,-9999,-9999,-9999
4792.625,42.086,28.805,8.589,51.533,8.428,2.737,309.305,315.503,-9999,-9999,-9999,-9999
4792.75,38.875,23.364,8.589,51.421,8.697,2.742,416.855,418.112,-9999,-9999,-9999,-9999
4792.875,37.884,19.862,8.589,51.313,8.527,2.751,595.236,573.856,-9999,-9999,-9999,-9999
4793,38.161,19.165,8.589,51.183,8.331,2.756,679.719,643.528,-9999,-9999,-9999,-9999
4793.125,38.172,18.322,8.591,51.183,7.982,2.763,762.094,703.912,-9999,-9999,-9999,-9999
4793.25,36.794,17.718,8.597,51.042,7.847,2.764,700.234,642.109,-9999,-9999,-9999,-9999
4793.375,36.039,17.676,8.601,50.961,7.86,2.762,635.331,583.471,-9999,-9999,-9999,-9999
4793.5,34.871,17.658,8.612,50.973,8.075,2.753,503.226,467.11,-9999,-9999,-9999,-9999
4793.625,33.899,17.136,8.624,51.016,8.476,2.747,426.401,401.123,-9999,-9999,-9999,-9999
4793.75,33.575,16.732,8.627,51.01,8.645,2.747,415.271,390.988,-9999,-9999,-9999,-9999
4793.875,34.527,15.676,8.624,51.01,8.682,2.752,420.718,391.895,-9999,-9999,-9999,-9999
4794,35.827,14.969,8.62,50.985,8.568,2.757,418.535,387.296,-9999,-9999,-9999,-9999
4794.125,39.066,14.076,8.608,51.083,8.32,2.771,366.802,338.703,-9999,-9999,-9999,-9999
4794.25,42.639,15.796,8.596,51.417,8.319,2.787,256.643,246.77,-9999,-9999,-9999,-9999
4794.375,44.989,18.257,8.59,51.97,8.457,2.795,190.906,198.293,-9999,-9999,-9999,-9999
4794.5,52.199,28.232,8.586,52.652,8.986,2.813,115.906,120.901,-9999,-9999,-9999,-9999
4794.625,60.487,41.872,8.592,52.652,9.875,2.825,85.088,82.298,-9999,-9999,-9999,-9999
4794.75,63.112,46.923,8.596,53.408,10.524,2.826,79.098,74.3,-9999,-9999,-9999,-9999
4794.875,64.443,51.011,8.604,54.227,12.116,2.819,73.066,66.794,-9999,-9999,-9999,-9999
4795,65.235,53.499,8.605,55.043,13.399,2.799,67.781,61.677,-9999,-9999,-9999,-9999
4795.125,67.1,55.988,8.606,55.677,13.642,2.788,64.504,58.898,-9999,-9999,-9999,-9999
4795.25,72.611,61.903,8.61,55.677,13.526,2.768,58.174,53.775,-9999,-9999,-9999,-9999
4795.375,74.65,63.824,8.609,55.915,13.406,2.761,56.248,52.336,-9999,-9999,-9999,-9999
4795.5,74.301,63.314,8.597,55.621,13.374,2.757,57.924,54.702,-9999,-9999,-9999,-9999
4795.625,67.631,56.556,8.579,54.781,13.415,2.761,72.33,70.169,-9999,-9999,-9999,-9999
4795.75,62.716,51.911,8.574,53.501,13.202,2.764,87.291,85.683,-9999,-9999,-9999,-9999
4795.875,52.931,43.803,8.576,51.992,11.922,2.77,135.222,134.088,-9999,-9999,-9999,-9999
4796,47.4,40.148,8.584,51.992,10.208,2.774,193.648,190.346,-9999,-9999,-9999,-9999
4796.125,46.557,39.668,8.588,50.539,9.577,2.777,219.37,212.083,-9999,-9999,-9999,-9999
4796.25,46.522,39.394,8.59,49.393,9.011,2.787,245.53,231.301,-9999,-9999,-9999,-9999
4796.375,46.132,38.495,8.589,48.676,8.877,2.8,242.092,224.031,-9999,-9999,-9999,-9999
4796.5,45.476,37.427,8.589,48.374,8.767,2.808,237.489,217.744,-9999,-9999,-9999,-9999
4796.625,43.245,33.391,8.592,48.374,8.442,2.819,238.143,214.034,-9999,-9999,-9999,-9999
4796.75,40.163,27.171,8.596,48.392,8.211,2.822,255.657,227.15,-9999,-9999,-9999,-9999
4796.875,38.402,24.24,8.599,48.652,8.104,2.821,267.812,237.554,-9999,-9999,-9999,-9999
4797,35.683,20.655,8.602,49.18,7.857,2.816,284.467,252.112,-9999,-9999,-9999,-9999
4797.125,35.515,20.154,8.602,50.065,7.82,2.815,279.664,248.535,-9999,-9999,-9999,-9999
4797.25,38.729,20.891,8.6,51.342,8.146,2.818,228.136,207.622,-9999,-9999,-9999,-9999
4797.375,46.602,24.535,8.604,51.342,8.716,2.824,141.885,137.404,-9999,-9999,-9999,-9999
4797.5,51.946,28.654,8.609,52.906,8.918,2.823,103.649,104.766,-9999,-9999,-9999,-9999
4797.625,64.421,43.033,8.62,54.554,9.245,2.809,60.62,63.418,-9999,-9999,-9999,-9999
4797.75,75.147,58.582,8.625,56.074,10.132,2.774,51.613,50.804,-9999,-9999,-9999,-9999
4797.875,77.772,62.899,8.627,57.318,10.831,2.752,51.578,49.935,-9999,-9999,-9999,-9999
4798,77.33,64.156,8.628,57.318,11.94,2.707,54.314,51.538,-9999,-9999,-9999,-9999
4798.125,75.534,63.625,8.63,58.207,11.851,2.674,56.723,53.126,-9999,-9999,-9999,-9999
4798.25,76.552,65.096,8.633,58.754,11.604,2.664,56.522,52.862,-9999,-9999,-9999,-9999
4798.375,82.575,71.121,8.639,59.032,11.538,2.656,53.246,49.995,-9999,-9999,-9999,-9999
4798.5,85.986,74.073,8.64,59.1,11.816,2.655,51.142,48.138,-9999,-9999,-9999,-9999
4798.625,89.745,77.168,8.641,58.928,12.602,2.657,49.036,46.297,-9999,-9999,-9999,-9999
4798.75,87.715,75.49,8.641,58.928,13.096,2.657,51.925,49.372,-9999,-9999,-9999,-9999
4798.875,85.249,73.541,8.639,58.479,13.192,2.656,55.356,52.965,-9999,-9999,-9999,-9999
4799,79.723,69.401,8.633,57.832,12.922,2.652,65.598,63.294,-9999,-9999,-9999,-9999
4799.125,74.663,65.304,8.628,57.118,11.948,2.65,76.874,74.46,-9999,-9999,-9999,-9999
4799.25,72.388,63.144,8.628,56.493,11.413,2.654,80.582,78.445,-9999,-9999,-9999,-9999
4799.375,68.847,59.353,8.636,56.126,10.782,2.652,80.798,79.583,-9999,-9999,-9999,-9999
4799.5,69.197,58.219,8.645,56.126,10.829,2.657,74.038,72.488,-9999,-9999,-9999,-9999
4799.625,71.563,58.362,8.646,56.194,10.973,2.661,69.403,67.861,-9999,-9999,-9999,-9999
4799.75,79.188,59.06,8.643,56.748,11.239,2.669,61.038,59.85,-9999,-9999,-9999,-9999
4799.875,84.933,59.049,8.635,57.621,11.429,2.674,55.945,55.288,-9999,-9999,-9999,-9999
4800,85.962,58.665,8.633,58.51,11.537,2.675,54.986,54.437,-9999,-9999,-9999,-9999
